,Date,Sulfa-Trimetho,Amoxy-Clav,Gentamicin,Cefuroxime,Ciprofloxacin,Cefotaxime,Ampicillin,Ceftazidime,Cefepime,Cefoxitin,Tetracycline,Amikacin,Tobramycin,Azithromycin,Penicillin,Nitrofurantoin,Pip-Tazo,Clindamycin,Levofloxacin,Imipenem,Meropenem,Tigecycline,Cloxacillin,Fucidin,Rifampicin,Moxifloxacin,Fosfomycin,Doripenem,Teicoplanin,Colistin,Ertapenem,Ofloxacin,Vancomycin,Streptomycin HL,Chloramphenicol,Voriconazole,Mupirocin,Naladixiic Acid,Telithromycin,Fluconazole,Ceftazidime-avibactam,Minocycline,Daptomycin
86,2018-03-28,0.42857142857142855,0.75,0.42857142857142855,0.8,0.5,0.8,0.5,0.42857142857142855,0.5,0.75,0.5,0.0,0.6,1.0,0.0,0.0,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,0.0,None
87,2018-03-29,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,None,0.0,0.0,0.5,None,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
88,2018-03-30,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.3333333333333333,0.5,0.0,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,0.0,0.0,None,0.0,None,0.0,1.0,None,None,None,None,None,None,None,0.0,None
89,2018-03-31,0.0,0.0,None,0.0,0.0,0.0,1.0,0.0,None,0.0,None,0.0,0.0,None,None,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
90,2018-04-01,0.4,0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,0.0,None
91,2018-04-02,1.0,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,None,0.0,None,None,None,0.0,0.3333333333333333,None,0.0,0.0,0.0,0.3333333333333333,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
92,2018-04-03,0.75,0.42857142857142855,0.5,0.25,0.6666666666666666,0.5,None,None,1.0,0.5,1.0,0.0,None,1.0,None,0.3333333333333333,0.0,None,0.5,0.0,0.0,None,0.0,None,None,1.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
93,2018-04-04,0.5,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,0.0,0.0,0.0,0.5,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
94,2018-04-05,0.0,0.3333333333333333,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,None,0.5,None,None,None,0.5,0.0,None,0.0,0.5,0.5,0.5,None,None,None,None,1.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
95,2018-04-06,0.6666666666666666,1.0,0.0,0.3333333333333333,0.25,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,None,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
96,2018-04-07,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
97,2018-04-08,0.0,0.5,None,0.0,0.0,None,None,None,None,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
98,2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
99,2018-04-10,0.4,0.6,0.6666666666666666,0.5714285714285714,0.2,0.0,0.5,0.0,0.0,0.75,0.0,0.3333333333333333,None,0.0,0.0,0.75,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,None,None,None,0.0,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
100,2018-04-11,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,1.0,1.0,0.0,0.0,None,None,0.0,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
101,2018-04-12,0.5,0.75,1.0,0.5,0.0,1.0,None,None,1.0,0.5,None,1.0,None,None,None,0.0,0.0,None,0.0,0.0,0.0,None,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None
102,2018-04-13,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,None,1.0,1.0,1.0,0.0,None,1.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,0.0,None,0.0,0.5,None,None,None,None,None,None,None,None,None
103,2018-04-14,0.5,0.6,0.3333333333333333,0.5,0.3333333333333333,0.5,None,0.5,0.3333333333333333,0.5,None,0.0,0.0,None,None,0.0,0.0,None,1.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
104,2018-04-15,0.5714285714285714,0.7692307692307693,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,None,0.0,0.2,None,None,0.0,0.3333333333333333,None,0.0,0.0,0.0,0.16666666666666666,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None
105,2018-04-16,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,0.0,None,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,None,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
106,2018-04-17,0.42857142857142855,0.2,0.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,None,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,0.5,None,None,None,0.0,None,0.0,None,None,None,None,0.0,0.0,None,None,None,None
107,2018-04-18,0.75,0.3333333333333333,1.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,1.0,None,0.0,None,1.0,0.0,None,None,None,1.0,0.0,0.0,1.0,0.0,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
108,2018-04-19,1.0,0.0,None,0.0,0.0,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None
109,2018-04-20,0.3333333333333333,0.3,0.3333333333333333,0.125,0.3333333333333333,0.25,0.5,0.0,0.3333333333333333,0.2,0.0,0.0,None,0.0,None,0.2,0.0,None,0.6666666666666666,0.0,0.0,0.0,None,None,None,0.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None
110,2018-04-21,0.25,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,None,0.6666666666666666,None,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,None,0.0,None,0.0,None,None,0.0,None,None,None,0.0,None,None,None
111,2018-04-22,0.5,0.125,None,0.0,0.25,0.0,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,None,0.3333333333333333,None,None,None,None,None,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None
112,2018-04-23,0.5,0.5,0.0,0.6666666666666666,0.0,0.25,1.0,0.25,0.25,0.25,None,0.0,0.0,None,0.0,0.0,0.0,None,0.5,0.0,0.0,0.3333333333333333,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
113,2018-04-24,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,None,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,0.0,0.0,None,None,None,None,0.0,None,None,None,None
114,2018-04-25,0.5,1.0,0.5,1.0,0.5,0.5,None,0.0,0.5,1.0,None,0.0,0.0,None,None,0.0,0.5,None,1.0,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
115,2018-04-26,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,None,0.0,None,None,None,0.3333333333333333,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
116,2018-04-27,1.0,0.3333333333333333,None,0.0,0.0,0.0,None,None,None,0.0,0.0,None,None,0.0,0.0,0.0,None,0.0,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,0.0,None,None,None
117,2018-04-28,0.5,0.5,0.25,0.5,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,None,0.3333333333333333,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,None,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,None,None,1.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
118,2018-04-29,0.36363636363636365,0.56,0.21428571428571427,0.3076923076923077,0.1111111111111111,0.3,None,0.18181818181818182,0.21428571428571427,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,None,0.16666666666666666,0.16666666666666666,None,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,None,None,None,0.0,0.2,0.0,None,0.0,0.25,None,None,None,0.0,None,None,None,0.0,None,None,None,None
119,2018-04-30,0.2857142857142857,0.25,0.0,0.0,0.16666666666666666,1.0,None,0.0,0.0,0.0,None,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.0,None,0.25,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
120,2018-05-01,0.1111111111111111,0.21428571428571427,0.16666666666666666,0.0,0.25,0.16666666666666666,None,0.2,0.2,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
121,2018-05-02,0.5,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,1.0,0.14285714285714285,0.6666666666666666,1.0,0.6666666666666666,0.0,None,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
122,2018-05-03,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,1.0,None,None,None,None,0.0,None,None,None,None
123,2018-05-04,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
124,2018-05-05,0.4,0.75,0.25,0.5,0.5,1.0,None,None,1.0,0.5,0.0,0.0,None,0.3333333333333333,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
125,2018-05-06,1.0,0.0,1.0,None,None,None,None,None,None,None,None,None,None,1.0,1.0,None,None,0.0,0.0,None,None,None,1.0,0.0,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
126,2018-05-07,0.5,0.2,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,None,0.0,None,None,None,0.25,0.0,None,1.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
127,2018-05-08,0.25,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.3333333333333333,None,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
128,2018-05-09,0.75,0.5714285714285714,0.25,0.4,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,None,0.3333333333333333,0.25,None,1.0,0.0,0.0,0.0,None,None,None,0.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
129,2018-05-10,0.25,0.5,0.6666666666666666,0.0,0.5,1.0,None,0.3333333333333333,0.5,0.0,0.0,0.5,1.0,0.0,None,0.0,0.5,0.0,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,1.0,None
130,2018-05-11,0.2,0.2857142857142857,0.0,0.2,0.2,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
131,2018-05-12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
132,2018-05-13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,1.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
133,2018-05-14,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
134,2018-05-15,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,1.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,None,0.0,None,0.0,None,None,0.0,None,None,None,0.0,None,None,None
135,2018-05-16,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,0.0,None,0.0,0.0,0.5,1.0,0.0,0.0,1.0,None,0.0,0.0,None,0.0,0.0,0.0,0.5,None,None,None,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,0.0,None,None,1.0,0.0,None,None,None
136,2018-05-17,0.0,None,0.0,None,0.0,None,None,0.0,None,None,None,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
137,2018-05-18,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,None,None,1.0,0.5,0.0,0.0,None,1.0,None,0.0,0.0,None,0.5,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
138,2018-05-19,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,None,0.0,None,None,0.0,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,1.0,None,None,None,None,None,None,None,None,None,None
139,2018-05-20,1.0,0.0,None,0.0,1.0,None,None,None,None,0.0,None,None,None,None,None,0.0,None,None,1.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
140,2018-05-21,0.75,0.4,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
141,2018-05-22,0.2857142857142857,0.4375,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1111111111111111,None,None,0.5,1.0,0.0,0.0,None,0.2222222222222222,0.0,0.3333333333333333,0.0,0.5,0.6666666666666666,0.0,0.0,None,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None
142,2018-05-23,1.0,0.6666666666666666,0.2,0.3333333333333333,0.5,0.6666666666666666,1.0,0.25,0.4,1.0,None,0.2,0.5,None,None,0.0,0.2,None,1.0,0.0,0.0,0.3333333333333333,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None
143,2018-05-24,0.6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,None,0.0,None,0.0,0.0,0.0,None,1.0,None,0.25,0.0,None,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
144,2018-05-25,0.6666666666666666,0.4,1.0,0.25,0.3333333333333333,0.5,1.0,0.0,0.5,0.3333333333333333,None,0.0,None,None,None,0.6666666666666666,0.0,None,0.5,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
145,2018-05-26,1.0,0.25,None,0.0,0.0,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None
146,2018-05-27,0.6666666666666666,0.5,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,1.0,0.0,0.0,None,0.0,0.0,None,0.0,1.0,None,None,None,0.0,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
147,2018-05-28,0.375,0.35714285714285715,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.16666666666666666,None,0.0,0.5,0.25,0.0,0.0,0.0,0.3333333333333333,None,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,None,None,None,None,1.0,None,None,0.5,None
148,2018-05-29,0.5,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,None,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
149,2018-05-30,0.25,0.16666666666666666,0.3333333333333333,0.42857142857142855,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,None,0.0,None,None,None,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
150,2018-05-31,0.6666666666666666,0.4,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,0.0,0.0,None,None,None,0.0,0.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
151,2018-06-01,0.2,0.6666666666666666,0.0,0.6,0.3333333333333333,0.25,0.6666666666666666,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
152,2018-06-02,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,None,0.0,None,None,None,1.0,0.5,None,1.0,0.0,0.0,1.0,None,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
153,2018-06-03,0.3333333333333333,0.3333333333333333,None,0.0,0.0,0.0,None,None,None,0.0,0.0,None,None,1.0,None,0.0,None,None,0.0,None,None,None,None,None,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,1.0,None,None,None,None
154,2018-06-04,0.25,0.25,0.3333333333333333,0.0,0.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,None,0.5,0.0,0.0,None,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
155,2018-06-05,0.5,0.75,0.0,0.5,0.5,1.0,None,None,1.0,0.5,None,0.0,None,None,None,0.0,0.0,None,0.5,0.0,0.0,None,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
156,2018-06-06,0.5,0.14285714285714285,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,0.0,None,1.0,0.0,0.0,None,0.0,0.0,0.0,0.5,None,None,None,None,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
157,2018-06-07,0.4,0.16666666666666666,0.0,0.3333333333333333,0.2,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,None,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,0.16666666666666666,0.0,None,None,None,None,None,None,None,None,None
158,2018-06-08,0.2,0.36363636363636365,0.14285714285714285,0.125,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.6,1.0,0.0,0.3333333333333333,0.25,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,0.0
159,2018-06-09,0.5,0.5,0.5,0.5,0.5,None,None,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,None,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
160,2018-06-10,1.0,0.5,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,None,None,None,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
161,2018-06-11,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.0,0.16666666666666666,0.0,None,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
162,2018-06-12,0.25,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.3333333333333333,None,None,None,None
163,2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
164,2018-06-14,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,1.0,None,None,0.0,0.0,0.0,None,None,None,0.0,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None
165,2018-06-15,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.5,None,None,None,None,None,0.0,0.0,None,0.0,None,0.0,0.0,None,None,None,None,None,None,None,None,None
166,2018-06-16,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,None,0.0,0.0,None,None,0.5,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
167,2018-06-17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
168,2018-06-18,0.0,0.0,None,0.0,0.0,0.0,None,None,None,None,0.0,None,None,1.0,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,1.0,None,None,None,None
169,2018-06-19,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,None,None,None,None,0.0,None,None,0.25,1.0,None,None,0.3333333333333333,0.0,None,None,None,0.5,0.0,0.5,0.0,None,None,0.0,None,None,None,0.0,None,None,None,None,None,0.0,None,None,None,None
170,2018-06-20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.25,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,None,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,0.5,None,None,None,None
171,2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
172,2018-06-22,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,None,None,0.5,0.0,None,0.0,None,0.0,1.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
173,2018-06-23,0.5,0.2857142857142857,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,0.0,None,None,0.0,0.0,0.3333333333333333,None,None,None,None,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
174,2018-06-24,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
175,2018-06-25,0.25,0.2,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,None,0.0,None,None,None,None,1.0,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
