,Date,Amoxicillin,Azithromycin,Clarithromycin,Cefuroxime,Cefpodoxime,Doxycycline,Levofloxacin,Ciprofloxacin,Trimethoprim,Sulfamethoxazole,Lymecycline,Erythromycin,Metronidazole,Flucloxacillin,Clindamycin,Kanamycin,Moxifloxacin,Fosfomycin,Cloxacillin,Aciclovir,Oseltamivir,Norfloxacin,Minocycline,Telithromycin,Cefixime,Cefalexin,Linezolid
0,2018-01-01,0.054864253393665185,0.0,0.04222048475371354,0.0,0.07849829351535842,0.0,0.4317180616740075,0.3859832635983267,0.4544962080173347,0.45449620801733515,0.34326923076922955,0.0,0.029742997401097426,0.2545966539672022,0.16719745222929983,0.24375000000000013,0.3359375,0.1944444444444442,0.0,0.4727030625832225,0.0,0.3999999999999999,0.012500000000000178,0.0,0.0,0.0,0.0
1,2018-01-02,0.053697737600425954,0.01276140114481894,0.05618371178316117,0.0075973533668711735,0.08232212528377203,0.0026738901588281294,0.3926298407029607,0.3732984144276503,0.4396060973639835,0.4396060973639835,0.33625536203257145,0.0023468060051266004,0.031680237024762636,0.26178264596675227,0.15945250103853215,0.24745232356874647,0.34218005417478703,0.19906335041652912,0.01265548108536474,0.47296562490331806,0.001114582671777109,0.38960055275827354,0.0035529834469640864,0.0,0.00020266200413354696,2.01407335831405e-06,0.0
2,2018-01-03,0.052961024195671946,0.02588368292904608,0.0703396055396237,0.015452965298728305,0.08629046826517084,0.00572922180624591,0.3549425910631776,0.3618426724391748,0.4250107461131405,0.42501074611314005,0.3300130913566399,0.005027529722526625,0.03369321765980349,0.2688862070823541,0.15226472422138593,0.2509051033651779,0.34827016662904553,0.20373369325114088,0.02584069046322024,0.4725832177850613,0.0022968623722869896,0.3780755837229337,0.0,0.0,0.0004155587215048939,4.128086884547244e-06,0.0
3,2018-01-04,0.05267267722030344,0.03934902419674868,0.08465337936645878,0.023558897379848398,0.09040670684654972,0.009183525551474725,0.318742366345804,0.35163363720591345,0.41078282557631307,0.4107828255763135,0.32458149969235217,0.00805834760942492,0.035779467743622506,0.2758893286565942,0.1456788434850791,0.2541327782591558,0.3542056503003197,0.20845628073673006,0.03955100918297294,0.4715493998053728,0.003547333795423935,0.36550656437966245,0.0,0.0,0.0006372044017306511,6.32715719661725e-06,0.0
4,2018-01-05,0.05285018724986168,0.05313746174081646,0.09908854888246732,0.03190601853979835,0.09467406652418098,0.013052095861987967,0.2841022748766404,0.3426863461416154,0.39699201527426764,0.39699201527426764,0.3199961399015814,0.01145390301696425,0.037935872429688544,0.2827734556022108,0.13973728854901313,0.25716525698466586,0.3599854643069007,0.2132319569509431,0.053779855763654405,0.4698606156854661,0.004866305741175081,0.3519842891297378,0.0,0.0,0.000865880726386159,8.594124093708189e-06,0.0
5,2018-01-06,0.05350990942503331,0.06722682816292691,0.11360711479266739,0.04048396015356981,0.09909557706861105,0.017347632102009847,0.25108326057211583,0.33501347187870323,0.38370479043312944,0.3837047904331288,0.31628899226659946,0.01522710267586258,0.040158657903222705,0.28951952271353787,0.13448014164465594,0.26003776267367185,0.3656097056223846,0.21806158161145017,0.06851853871924751,0.4675162849230754,0.006253891329006667,0.3376076053627024,0.0,0.0,0.0010996382273407157,1.0909571333428403e-05,0.0
6,2018-01-07,0.054666999266184124,0.08159270174861288,0.12816977561335374,0.049281074753484866,0.10367403288794552,0.02207989168991009,0.21973498160520566,0.3286254951838732,0.370984259210148,0.370984259210148,0.31348841948458817,0.019388940955655354,0.04244338340403431,0.2961080010374577,0.1299450961706825,0.2627906071167545,0.3710795892033447,0.22294600680565924,0.08375610852642268,0.4645188666097151,0.007709998513822036,0.32248203895171246,0.0,0.0,0.001336301013905139,1.3251879959375046e-05,0.0
7,2018-01-08,0.056335345336507636,0.09620837036479801,0.14273616958264235,0.05828439920704942,0.1084119505489245,0.027255365661993824,0.19009675934171177,0.3235308502293752,0.35889004646069367,0.3588900464606932,0.31161911640766204,0.02394836137869749,0.04478494180350445,0.30251895540237017,0.12616742544000314,0.2654689003535544,0.376397416850224,0.227886051100596,0.09947921081662581,0.4608738990927743,0.009234320959879305,0.3067183512571914,0.0,0.0,0.001573475050689499,1.5597316309179377e-05,0.0
8,2018-01-09,0.058527497849840904,0.11104481141461475,0.15726514437647166,0.067479623271405,0.11331152342451523,0.03287698847678788,0.1621985716830443,0.31973603944510987,0.3474782200590347,0.3474782200590347,0.3107020501265758,0.028912165622163144,0.047177569507848904,0.3087321140852386,0.12317995727654973,0.26812220234963435,0.38156653523883,0.2328824710586319,0.11567194281636883,0.45659001348304273,0.010826329330137385,0.29043106432686927,0.0,0.0,0.0018085601980217803,1.7920156506923135e-05,0.0
9,2018-01-10,0.06125459237483244,0.1260706898769055,0.17171505257277508,0.07685106448422219,0.11837457344969904,0.03894389532517484,0.1360620670548367,0.31724571557502057,0.3368012551304054,0.3368012551304054,0.31075438644563835,0.0342849807308887,0.049614866361844534,0.31472695143380847,0.12101305012989072,0.2708041243204613,0.3865912837062684,0.23793593021080728,0.13231571529994857,0.4516789203773528,0.012485263050496131,0.27373699016483455,0.0,0.0,0.0020387661902991905,2.0192848879663217e-05,0.0
10,2018-01-11,0.06452626786806204,0.14125237641101984,0.1860440701210222,0.08638165039055123,0.12360249998484574,0.04545124139736045,0.11170157766985223,0.31606272895499155,0.32690803104219124,0.3269080310421917,0.31178939935387096,0.04006929537918502,0.05208982610584245,0.3204827840532658,0.11969456637299825,0.27357188768865237,0.3914769325078915,0.24304696556723338,0.1493891225519033,0.4461553695557925,0.014210122610322617,0.25675379781465213,0.0,0.0,0.002261132684633793,2.238621530992191e-05,0.0
11,2018-01-12,0.06835057837619396,0.15655398741714222,0.2002105344004872,0.09605290913329356,0.1289962258095927,0.05239009834268571,0.08912511323812455,0.3161881384224239,0.3178438556351091,0.3178438556351091,0.31381636076095165,0.046265575640555,0.054594877794462926,0.3259788809150548,0.11924983853070037,0.27648584869725945,0.39622961237842813,0.24821595177343148,0.16686782305558134,0.4400370828149369,0.01599966246244411,0.23959864873143033,0.0,0.0,0.0024725534626066636,2.4469692059270187e-05,0.0
12,2018-01-13,0.07273389788208329,0.1719374488047829,0.21417329780951855,0.10584496944910793,0.13455614030056728,0.05974744336798965,0.06833531888093614,0.31762118466678024,0.30965051094469787,0.3096505109446983,0.31684040853412254,0.05287246972983062,0.05712193841879398,0.3311945874529949,0.11970162435188447,0.27960899635803393,0.40085623632898115,0.2534430630524127,0.18472443382184145,0.4333446605038267,0.01785238458741989,0.22238692672381566,0.0,0.0,0.002669804812054366,2.6411610079435377e-05,0.0
13,2018-01-14,0.07768081793316561,0.1873625850344558,0.227892092242012,0.11573657110961966,0.1402820398846314,0.06750625586953563,0.04933038352932173,0.3203592252429919,0.30236631456058505,0.3023663145605857,0.3208623917419062,0.05988710946148568,0.05966247678696179,0.3361094633826718,0.1210700468864987,0.28300643071496356,0.40536441469069207,0.25872823310483195,0.20292844143989885,0.42610146272862215,0.01976653278832785,0.20523108388048783,0.0,0.0,0.002849578053857771,2.8179514264925487e-05,0.0
14,2018-01-15,0.08319403788288016,0.20278723475812765,0.24132789929773701,0.12570508682733106,0.14617306590660095,0.07564573500068206,0.03210488747318996,0.32439763090451623,0.29602619078514825,0.2960261907851489,0.3258786929795525,0.06730551363202553,0.0622075885130986,0.34070343362047284,0.12337251605852084,0.286744827390671,0.40976236447477277,0.26407111317356624,0.22144613306197902,0.4183334665757217,0.02174008778347547,0.18823961862258742,0.0,0.0,0.0030085161112209935,2.9740520488541478e-05,0.0
15,2018-01-16,0.08927424779802062,0.21816739409210273,0.2544433206609298,0.13572655660472255,0.15222764010744205,0.08414164898250709,0.01665057991313912,0.3297296433783996,0.2906617458729732,0.2906617458729739,0.33188102871621306,0.07512309513139259,0.06474808174536695,0.34495695129653936,0.12662362863950705,0.2908918931096116,0.4140588141571073,0.2694710285145612,0.24024055061560534,0.4100691010626192,0.02377076316531257,0.17151619660678108,0.0,0.0,0.003143253946573221,3.1061708638979724e-05,0.0
16,2018-01-17,0.0959200043365771,0.23345738821244155,0.2672029427852143,0.14577573544154432,0.15844339797651408,0.0929668231514087,0.002957079312820854,0.33634619521098075,0.2863013418464475,0.28630134184644884,0.33885622975846474,0.0833352693179501,0.06727457303402296,0.3488511714608751,0.13083504402598933,0.29551581541993444,0.41826290501404895,0.2749269335526512,0.2592714715628095,0.40133906185242374,0.025856002294335934,0.1551589198884349,0.0,0.0,0.0032504626149119087,3.2110549214259265e-05,0.0
17,2018-01-18,0.10312760018154066,0.24861007157007586,0.27957368985779874,0.15582615522778975,0.16481712031998574,0.10209176865873149,0.0,0.34423569286679334,0.28297016367968264,0.2829701636796831,0.34678600515991853,0.0919381561186412,0.06977759250546933,0.35236813368492936,0.1360153338107024,0.30068470823427096,0.42238409013519695,0.2804373660391717,0.27849541948525247,0.392176108054213,0.027992976196876018,0.1392597447554358,0.0,0.0,0.0033268966031976266,3.285536034614012e-05,0.0
18,2018-01-19,0.11089092792494637,0.26357705658452657,0.29152515899394493,0.16585020153694074,0.1713446634773661,0.11148544743795608,0.0,0.35338376487345946,0.28069027501315813,0.2806902750131588,0.3556466942086334,0.10092936258049323,0.07224769727359082,0.35549095137446995,0.14216980381568312,0.3064660531512611,0.42643203222012294,0.2860004005674621,0.29786570765965825,0.3826148436707495,0.03017858253527783,0.12390404413591916,0.0,0.0,0.003369444044634351,3.326579145657149e-05,0.0
19,2018-01-20,0.11920133963120483,0.27830897019731293,0.3030299317405942,0.1758192058950354,0.17802088871901467,0.12111616169357897,0.0,0.3637729774767757,0.27948065799638844,0.2794806579963873,0.365409012473799,0.11030882642117423,0.07467559179163086,0.3582040052465749,0.14930028802810957,0.31292613487842846,0.4304165012308354,0.29161360184253926,0.31733251859144795,0.3726914864423698,0.03240944571808502,0.10917030659865845,0.0,0.0,0.003375179315755261,3.331332905442963e-05,0.0
20,2018-01-21,0.12804750366646012,0.29275573715631475,0.3140638562479401,0.18570355393577143,0.18483959146907947,0.1309525480275966,0.0,0.3753825210056023,0.2793572333490999,0.2793572333491017,0.37603779926484693,0.12007969479946756,0.07705225363313839,0.3604931380976977,0.15740491474976404,0.32012946752709315,0.43434727292216047,0.29727397814211387,0.33684302218979534,0.3624436269673381,0.034681918216333374,0.09512996078818259,0.0,0.0,0.0033414174448582745,3.297181952399697e-05,0.0
