,Date,Isoniazid,Rifampicin,Metronidazole,Pyrazinamide,Azithromycin,Penicillin,Trimethoprim,Sulfamethoxazole,Ciprofloxacin,Ethambutol,Ceftriaxone,Benzathine penicillin,Cefalexin,Flucloxacillin,Sulfadiazine,Chloramphenicol,Kanamycin,Doxycycline ,Levofloxacin,Moxifloxacin,Ethionamide,Clarithromycin,Clindamycin,Nitrofurantoin,Ampicillin,Gentamicin,Ofloxacin,Cefotaxime,Rifabutin,Cefazolin,Amikacin,Piperacillin,Meropenem,Vancomycin,Fosfomycin,Ceftazidime,Cloxacillin
10,2018-01-11,0.05850394857264507,0.06408258045099324,0.06668405509221453,0.07351485640960642,0.2302180329389365,0.07455284523493755,0.1524574889097423,0.1522756602901636,0.18505275164046697,0.07933618053801128,0.4183443684602055,0.08030917009263483,0.02142415140952214,0.29580246168480717,0.16739670086132952,0.1280216099118967,0.39909328056594706,0.10095145181293175,0.0,0.03274159145045896,0.05659287010122638,0.12093437001636831,0.005004575592034488,0.05983431347914325,0.4291997521392914,0.20346917914119955,0.001094163547552096,0.7920489968892956,0.002874570465581705,0.031127641727243693,0.07015036519358775,0.02463107743708015,0.012574113954817001,0.0,0.0006543828880962721,0.0,3.7345682102341016e-12
11,2018-01-12,0.06529117978242072,0.07114460408465151,0.0765530153823688,0.08210579685842467,0.22346186175471416,0.08410915145330855,0.161952804423231,0.1617646878394996,0.2034800350045376,0.08849329074610846,0.437080813006282,0.08381601765353208,0.02337312177654849,0.30143766449820286,0.16671670568391184,0.14854068108272478,0.41961975127519024,0.1067540863210108,0.0,0.03765320641219416,0.06252182385186411,0.13713677041621408,0.005006815858090041,0.06563576711358543,0.47783275862144037,0.20189727444351124,0.0011889290887989734,0.8378657188643148,0.0029802836986874137,0.03484785100215326,0.07297005644662002,0.02575527329657401,0.012950051656311468,0.0,0.000673920014149676,0.0,4.0769609910285e-12
12,2018-01-13,0.07217740214646184,0.07828392125687222,0.08691300627368359,0.09086857361659129,0.21652489019542265,0.09390606388507838,0.17202460549429754,0.17183002745616482,0.22156971282201843,0.09781322354639221,0.45594690190330556,0.08724307340920001,0.02526742152841588,0.30687736187628256,0.16598037528169085,0.1704487169111948,0.44046962154751523,0.11163236321890757,0.0,0.04284858017854698,0.06844220843149063,0.15399305304141064,0.00498561492328542,0.07135819259543141,0.526531048998371,0.1991331853766949,0.0012757797433016194,0.8814020849970206,0.0030528485739484967,0.038620220726603316,0.07497747426293921,0.02660264700082693,0.013176744342933144,0.0,0.0006857626430079033,0.0,4.39515090988607e-12
13,2018-01-14,0.07914082733814443,0.08548822075148044,0.09771108475233303,0.0997856810712181,0.20951253862319152,0.10389145418706636,0.18265747551541045,0.1824562626008539,0.23923546476245305,0.10727678388820583,0.47489638585830596,0.09056594094733761,0.02710296758984243,0.3120990249102229,0.1652220018554087,0.19366970982674325,0.46154904671209485,0.11557324447726725,0.0,0.04831687547632857,0.07433789596812912,0.1714612561854969,0.004939921454422791,0.0769916706560807,0.5749559742399515,0.19520160658544183,0.001353299683414022,0.9223006620562291,0.0030928945179082845,0.04242658302522906,0.07618009653645164,0.027171165150394083,0.013259793976874601,0.0,0.0006902037181926168,0.0,4.683586851683685e-12
14,2018-01-15,0.0861587032463893,0.09274465626409722,0.1088837539256231,0.10883835037140832,0.20251972330619195,0.11400840534095003,0.19382377058549127,0.19361575248665064,0.2563916472902015,0.11686347858609691,0.49388036224699383,0.09375959479097173,0.028876017994947656,0.3170771493506197,0.1644764168036792,0.2180962756459961,0.4827527537610006,0.11857192221626267,0.0,0.054045367690650714,0.08019238017389707,0.18949349173796692,0.004868836877458316,0.08252697964272393,0.62274533176525,0.1901373248864473,0.0014200831667479097,0.960220207241594,0.0031012509549324108,0.046248015683099775,0.0765916838936016,0.027460986517022556,0.013205585608789372,0.0,0.0006875721408869939,0.0,4.937161790508071e-12
15,2018-01-16,0.09320744059374997,0.10003987653235513,0.12035692434228085,0.11800657378448265,0.195629066331382,0.12419557763665279,0.20548306037507924,0.2052680731264489,0.2729543076831513,0.1265515485256936,0.5128474220838792,0.09679861712211424,0.030583205405127156,0.321783343799801,0.16377860329696725,0.24358669283311185,0.5039644037798952,0.12063196800007114,0.0,0.06001975383092484,0.0859888475545838,0.20803606666180396,0.0047716352255406935,0.08795566504535013,0.6695178368433781,0.1839848488568181,0.0014747527549727746,0.9948423037656393,0.0030789429164539417,0.050065016351031666,0.07623213774176962,0.027474499480093728,0.013021237299963628,0.0,0.0006782306678618788,0.0,5.150102566631176e-12
16,2018-01-17,0.10026275359348236,0.10736005988176345,0.13204612820585382,0.12726913964265196,0.18890961890719105,0.134387682610277,0.2175819061215678,0.21735979545727036,0.2888422335478096,0.13631801252062004,0.5317438302347535,0.09965745821922645,0.03222156945595178,0.3261865346390387,0.1631633143272535,0.26996247210196955,0.52505723912354,0.12176535865855143,0.0,0.06622453505676651,0.09171025496942331,0.22702970008126755,0.004647782607256845,0.0932701039843653,0.714878587296838,0.17679789544798874,0.001515978561806186,1.025877787965824,0.003027185114036657,0.05385769426223708,0.07512727927486873,0.0272163355952586,0.012714544192057309,0.0,0.0006625735737910698,0.0,5.317746243349575e-12
17,2018-01-18,0.10729981385291087,0.11469095320431388,0.1438570239567296,0.13660367852815103,0.1824160930293135,0.1445160670346166,0.23005402723573765,0.2298246520196645,0.3039780178939264,0.1461387234486622,0.5505137393954747,0.10231071803999336,0.03378858764103776,0.33025329267879444,0.16266470016111345,0.2970067160552088,0.5458950374393676,0.12199237807289931,0.0,0.07264346833999125,0.09733941324070083,0.24640984215130746,0.004496956055569656,0.09846356381581134,0.758425445039064,0.1686387461817591,0.0015424983475635923,1.0530727586634314,0.0029473744971864058,0.05760597778124432,0.07330855455847507,0.026693358685176527,0.012293917279930344,0.0,0.0006410240914358489,0.0,5.434763750145066e-12
18,2018-01-19,0.11429341644055535,0.12201791533927131,0.15568622302229151,0.1459867212532422,0.17618857996121506,0.15450940588270767,0.24282090056471795,0.24258413623486508,0.3182891180776686,0.15598843718309086,0.5690994378598009,0.104733445664003,0.03528220444270058,0.3339482830559355,0.1623159483704686,0.3244635505329385,0.5663333867403626,0.12134139758813589,0.0,0.07926007915967115,0.10285907640985337,0.26610709850369774,0.004319061511230959,0.10353025406214411,0.799756208112292,0.1595774888184458,0.001553138251587649,1.0762139653898752,0.0028410813308870075,0.06128983566180435,0.07081267241330536,0.02591462925636212,0.011768317493612068,0.0,0.0006140316450677918,0.0,5.4962701057093e-12
19,2018-01-20,0.12121815674177538,0.12932596477436697,0.1674224616299127,0.15539376907950175,0.17025272147319415,0.1642944995586777,0.25579282459322394,0.25554856655975366,0.3317088857830879,0.16584089470100927,0.5874416305505925,0.10690145260742834,0.03670085842458337,0.337234836053093,0.1621489388626507,0.35203891378087016,0.5862212857487499,0.11984854084297614,0.0,0.08605822318636358,0.10825203613133949,0.2860477612176262,0.004114250690874011,0.10846537094193964,0.8384763976714724,0.14969116315677988,0.001546833929023439,1.0951333879952347,0.0027100388417140575,0.06488950945337746,0.06768118318543004,0.024891344466400733,0.01114718573578144,0.0,0.0005820688943107832,0.0,5.49760237333885e-12
20,2018-01-21,0.12804861644016796,0.13659983153149735,0.17894812834859497,0.164799376488854,0.16462029087076724,0.1737971667329321,0.26887046437588835,0.26861863131142805,0.3441775447765687,0.17566891759578662,0.6054797522020263,0.10879163536013126,0.0380435070103895,0.34007563237390026,0.1621939156155492,0.37940297019910796,0.605403061875115,0.11755724171493598,0.0,0.09302268089898824,0.11350122058965817,0.3061544440244377,0.0038829365897432577,0.11326513385067116,0.8742074390986907,0.1390628317335163,0.0015226518352802199,1.1097118456114936,0.002556131494937386,0.06838575408068737,0.0639600075936766,0.02363675428032863,0.01044036955105776,0.0,0.0005456286072700323,0.0,5.435207839354916e-12
21,2018-01-22,0.13475955668819672,0.1438240130445918,0.19014114266116455,0.1741772466669682,0.15929013486443688,0.18294321998756535,0.28194687180023825,0.28168740876071197,0.355643093499425,0.1854445170454122,0.6231523109664998,0.11038230190263709,0.03930964868536968,0.3424334920973746,0.16247917617639707,0.4061943669541841,0.6237205858401162,0.11451770665541328,0.0,0.10013976522479817,0.11858979722061114,0.32634681594181014,0.003625807372300338,0.11792681323552312,0.9065949785770919,0.12778059757159888,0.0014798103806017426,1.119881506880101,0.002381381978086461,0.07176008324353123,0.05969892564780421,0.02216605485200618,0.009658047122537372,0.0,0.0005052203833946223,0.0,5.304867656263923e-12
22,2018-01-23,0.14132611627950054,0.1509828337795085,0.20087716189743476,0.18350033968990043,0.15424942353985927,0.19165950736456794,0.29490995045480495,0.2946428317697274,0.36606211068754213,0.19513901609574624,0.6403972600915602,0.11165349646458966,0.040499342373192304,0.34427225221081814,0.16303077943108923,0.43202647082698364,0.6410157476442699,0.11078629484214231,0.0,0.10739791886018302,0.12350127841745628,0.34654242388661816,0.003343838410865052,0.122448749408403,0.935317049288632,0.11593659174841098,0.0014177006590014862,1.1256272140833152,0.0021879369789048475,0.0749950159604893,0.0549510361202874,0.020496260534484723,0.008810649300084572,0.0,0.0004613672479576447,0.0,5.10391728880677e-12
23,2018-01-24,0.14772401241582322,0.15806050828737628,0.2110320741701177,0.19274099321836946,0.1494751533761287,0.1998749990316271,0.30764530612591723,0.307370537998517,0.3754004441146632,0.20472318490864438,0.6571523946838758,0.11258731641483166,0.041613223760143425,0.34555771346769415,0.16387227171618002,0.4564956092791985,0.6571331440683073,0.10642483123173396,0.0,0.11478827519005907,0.12821962930838637,0.36665759120734,0.00303830224306445,0.12683036195076847,0.9600917877355968,0.1036259534243682,0.0013359064408771104,1.1269865791606404,0.001978051857295826,0.07807432032583694,0.04977219722454351,0.01864605625271132,0.007908780363839796,0.0,0.000414602141330489,0.0,4.829692201724356e-12
24,2018-01-25,0.15392974148206884,0.16504120732490812,0.22048471478737586,0.20187105530387361,0.1449358468713442,0.20752189486952344,0.32003939461544073,0.31975701737521556,0.38363376519928094,0.2141673884036528,0.6733557699647046,0.11316821495094498,0.0426525183610007,0.34625863354143815,0.16502443104327424,0.4791911981043393,0.6719229139989227,0.10149986870585481,0.0,0.12230515493861516,0.13272937660617035,0.3866083756908756,0.0027107762331437524,0.13107214947964962,0.9806844025508683,0.09094582412535801,0.0012342231073629861,1.1240488570309588,0.0017540743216741816,0.08098325037786469,0.04422045901360616,0.016635632253458876,0.006963138216334652,0.0,0.0003654643273460767,0.0,4.480860127387132e-12
25,2018-01-26,0.1599207771112907,0.17190912661872293,0.22911972448923845,0.2108620286996905,0.14059339151556682,0.214536726071338,0.3319828505534239,0.33169294050678144,0.3907479755083907,0.2234417454918205,0.6889461368410676,0.11338328320347713,0.04361905114614917,0.3463477402658033,0.16650502904490372,0.4997074773563748,0.6852436455608841,0.09608191604776861,0.0,0.12994647008237448,0.13701571745622854,0.4063115676241196,0.0023631477400549716,0.1351756796636976,0.996913116548134,0.07799437657820985,0.001112675197351809,1.116952648511516,0.0015184272299693102,0.08370877190083315,0.03835549758523449,0.01448650347440239,0.005984434678304673,0.0,0.0003144957460081699,0.0,4.056532887375397e-12
26,2018-01-27,0.16567576274410012,0.1786485577969048,0.2368304514569004,0.21968522585168615,0.1364049604736013,0.22086142203833448,0.3433738569171483,0.34307652774576036,0.3967394550142591,0.23251629886570258,0.7038633900856512,0.11322250550211699,0.044515252577151276,0.34580273638220227,0.1683286102356787,0.5176564115105988,0.6969652692474364,0.09024464846620806,0.0,0.1377140073086347,0.14106462714817014,0.42568570610821266,0.0019976166164992204,0.13914356949903328,1.0086538374520533,0.06486989634926377,0.0009715322354424405,1.1058825288186749,0.0012735906442720157,0.08623977301088614,0.03223806049350042,0.012221315941827182,0.004983316537519489,0.0,0.00026223733656283166,0.0,3.5567104816891515e-12
27,2018-01-28,0.17117469586917444,0.185243960960906,0.24352178706740646,0.22831193352296286,0.13232495748268502,0.22644431313575453,0.3541213978592266,0.35381680152083006,0.40161514616411176,0.2413611940757574,0.7180490239530508,0.11267898187574077,0.04534416092767324,0.3446072658503372,0.17050628831048553,0.5326811568116401,0.7069718448593778,0.08406411682907189,0.0,0.1456135655019195,0.14486296451006586,0.4446520901918345,0.0016166948875302456,0.142979455974501,1.0158433622462777,0.05166993204347903,0.0008113225111936462,1.0910647357909578,0.0010220832757514842,0.08856725551373112,0.0259294318613974,0.0098636427119283,0.003970287968428243,0.0,0.00020922535753187255,0.0,2.9825031333530205e-12
28,2018-01-29,0.17639910117668545,0.19168003832567915,0.24911281931999696,0.23671358578723356,0.12830692936975874,0.2312410403564138,0.36414822968559224,0.36383655677854265,0.4053924722379858,0.2499468663954023,0.7314465896759532,0.11174911237555252,0.04610942079790692,0.34275181157892565,0.1730455594652227,0.5444693781563159,0.7151641478176562,0.07761797073021381,0.0,0.15365492539160663,0.14839857377634824,0.4631357606334858,0.0012232034845982565,0.14668795737233586,1.0184809816800064,0.038490527007846165,0.0006328444871437355,1.0727620826547328,0.0007664434628884553,0.09068450326999544,0.019490924608083438,0.007437771913813895,0.00295563490383155,0.0,0.00015598773068403737,0.0,2.3359092438113294e-12
29,2018-01-30,0.18133218996600053,0.19794180831661956,0.2535391888714682,0.24486194391426563,0.12430539157310538,0.23521534468718008,0.3733934082252981,0.3730748877865655,0.40809909291586255,0.25824423376087347,0.7440021489966238,0.11043273851198077,0.046815277762923824,0.3402344955031129,0.17595013311242003,0.5527656283953966,0.7214619627986489,0.0709847090564606,0.0,0.16185163450493123,0.15166038171083684,0.48106642830026436,0.0008202659406630897,0.15027462556101434,1.0166284214545485,0.025425542474061036,0.00043717552528055315,1.0512682819707595,0.0005092098312791116,0.0925872241596577,0.012983405995980357,0.004968489434978185,0.0019493518996855919,0.0,0.00010304043608888591,0.0,1.6202594821379535e-12
30,2018-01-31,0.18595900332231308,0.20401467947962382,0.2567550412569668,0.25272928147105,0.12027751544337084,0.23833971196395543,0.3818142262123314,0.3814891249291612,0.4097725042697984,0.2662248938732228,0.7556647177087912,0.10873323796435952,0.04746656912819702,0.33706175431002516,0.1792197808565712,0.557381999327849,0.7258059998483339,0.06424296992966205,0.0,0.17022059676308898,0.15463848877722008,0.49837932638771054,0.0004112989837905534,0.15374588974005388,1.0104081305239068,0.012566078995827512,0.0002256776389941706,1.0269018795992855,0.00025290178722192636,0.09427366269210435,0.006466861414810898,0.0024808587163533957,0.0009610719918466959,0.0,5.088398536678973e-05,0.0,8.397726958264684e-13
31,2018-02-01,0.1902665368110923,0.20988452353623877,0.25873448503094476,0.2602885727813078,0.11618463115570843,0.24059585313663678,0.38938744125642066,0.389056062084685,0.41045949436657847,0.2738613233744147,0.7663866931224277,0.10665756973228868,0.04806871079830022,0.3332488677508092,0.18285020516997053,0.5582063236263533,0.7281593600113407,0.057470869858627704,0.0,0.17878146318513277,0.15732425318112742,0.5150159657701212,0.0,0.15710899219007368,0.9999999999999993,1.7763568394002505e-15,0.0,1.0000000000000036,0.0,0.0957446808510638,0.0,4.440892098500626e-16,8.881784197001252e-16,0.0,0.0,0.0,0.0
32,2018-02-02,0.19424384472949718,0.21553774690030014,0.2594724884055064,0.26751368272772935,0.11199350690497956,0.24197500497292146,0.3961097118544623,0.39577239205165715,0.4102154691569553,0.28112707686308114,0.7761242594255311,0.10421626801613249,0.04862768029694897,0.3288203212503886,0.1868329298426894,0.5552073491070109,0.7285084935592048,0.05074539973918135,0.0014645818800773647,0.18755582792887115,0.15971036666105864,0.5309247757746334,0.0,0.16037191666399142,0.9856366636477505,0.0,0.0,0.9709120974540997,0.0,0.09700380537791853,0.0,0.0,0.0,0.0006609337448288954,0.0,5.313240327042834e-06,0.0
33,2018-02-03,0.19788212229327296,0.22096135996639266,0.258985174972298,0.27437955575222994,0.1076773736130574,0.24247804206897827,0.40199720290105034,0.4016543114983888,0.4091036662103671,0.28799698340317526,0.7848377651060687,0.10142338430269904,0.04914999600757097,0.323809990229035,0.1911552149392819,0.5484365099783506,0.7268636132845747,0.04414188307787259,0.003003412568585162,0.19656624198618977,0.16179092097963088,0.5460616163747345,0.0,0.16354331012570844,0.9675975886701838,0.0,0.0,0.9399938929095386,0.0,0.09805724036334396,0.0,0.0,0.0,0.001308174353759739,0.0,1.0581084957328457e-05,0.0
34,2018-02-04,0.20117476451744376,0.22614304348434477,0.2573095102036278,0.2808624018132284,0.10321667438557247,0.2421153973156427,0.40708436969679673,0.4067363044519525,0.4071942760339593,0.29444733810512025,0.7924920669131597,0.09829637834802774,0.049642692732920546,0.31826113990708316,0.19579999964517825,0.5380261640168524,0.7232585469374557,0.037733499568323614,0.004611640491297697,0.20583506495868842,0.16356146416113848,0.5603901520362244,0.0,0.16663239860031087,0.9462022100479908,0.0,0.0,0.9076016545723726,0.0,0.09891384471415621,0.0,0.0,0.0,0.0019351639726845615,0.0,1.5747934108523154e-05,0.0
35,2018-02-05,0.20411740095928455,0.2310712113482276,0.2545024022354432,0.2869398770004825,0.09859952896411794,0.24090679437049323,0.4114219765556253,0.4110691604440855,0.4045634921331749,0.30045608632824705,0.7990568352750138,0.09485595994772589,0.050113293699432404,0.3122262410476715,0.20074587698941326,0.5241844239005284,0.7177500354232622,0.03159087499428237,0.0062840640351014,0.21538318319870964,0.16501904563497116,0.5738820820072668,0.0,0.16964889794422766,0.921802390846979,0.0,0.0,0.8740869538338156,0.0,0.0995850747664766,0.0,0.0,0.0,0.002535496319371111,0.0,2.0758212627924877e-05,0.0
36,2018-02-06,0.20670790592141075,0.23573506915297449,0.250639270457121,0.29259125649029527,0.09382191483495972,0.238880801881157,0.41507444893127854,0.4147173262484638,0.4012925116081263,0.3060029980674914,0.8045068166440845,0.09112588452222958,0.05056977915656269,0.3057666087443611,0.20596710494648995,0.5071869567488403,0.7104165054897336,0.02578173643222481,0.008015149560997692,0.22522862998882553,0.16616224957521109,0.5865172264947538,0.0,0.17260292037505987,0.8947745036251507,0.0,0.0,0.839791998495965,0.0,0.10008489300436918,0.0,0.0,0.0,0.0031029769183268385,0.0,2.5556902556678196e-05,0.0
37,2018-02-07,0.20894638414963596,0.2401246679067901,0.24581216137948148,0.297797597549182,0.08888757780171819,0.2360742248821024,0.4181166932679694,0.41775572542483674,0.3974665079524873,0.31106983014913414,0.8088220488955586,0.08713270657821215,0.05102055174293918,0.2989518776191973,0.21143365880618625,0.4873663318082395,0.7013563659679023,0.02037062992850136,0.009799051940832859,0.2353851501765294,0.16699121587236498,0.5982834726826898,0.0,0.17550487761919809,0.8655114246061975,0.0,0.0,0.8050456143785218,0.0,0.10042964449229608,0.0,0.0,0.0,0.0036316830416280865,0.0,3.0090086643896896e-05,0.0
38,2018-02-08,0.2108351324925828,0.2442309523325723,0.24012751126413345,0.30254189036430423,0.08380769502519159,0.23253135367271494,0.42063054423679036,0.4202662053373738,0.3931735968814991,0.31564047396950223,0.8119880266488122,0.08290549600149677,0.05147439880940885,0.29185933232321615,0.21711132991293414,0.4650996416307631,0.690685894018056,0.015418696268377552,0.011629637638881585,0.24586075764354276,0.16750764833101894,0.609176588711017,0.0,0.1783653815415751,0.8344147140385272,0.0,0.0,0.7701599159491925,0.0,0.10063790321927812,0.0,0.0,0.0,0.004116022712726153,0.0,3.430549772143188e-05,0.0
39,2018-02-09,0.2123785784062593,0.24804580324616476,0.23370366782786678,0.3068091945935385,0.07860032216286172,0.22830309436182628,0.4227010135106217,0.4223337858002765,0.3885038145433415,0.31970108666681707,0.8139958141951285,0.07847552286142179,0.0519404519038118,0.2845731167343686,0.22296187587434146,0.44079519514051513,0.6785367913265163,0.010983499159039178,0.013500510339748972,0.25665633904579144,0.16771480985403353,0.6191999173605187,0.0,0.1811951431170271,0.8018872254718186,0.0,0.0,0.7354276780770663,0.0,0.1007302910646104,0.0,0.0,0.0,0.0045507921089160686,0.0,3.815306859400458e-05,0.0
40,2018-02-10,0.21358319657609237,0.25156207356257876,0.22666828844747666,0.3105867596866918,0.07328966281836213,0.22344600798557757,0.42441251778654476,0.424042887054622,0.38354812546733585,0.3232402038172624,0.8148421045787757,0.07387591693994588,0.052428143633360236,0.27718334850408466,0.22894322708326875,0.41487907962864345,0.6650534991776698,0.007118899127793066,0.015405039102038387,0.2677643612647751,0.16761750454638835,0.6283639641359109,0.0,0.18400487058787762,0.7683263465625982,0.0,0.0,0.7011203955074596,0.0,0.10072927251509478,0.0,0.0,0.0,0.0049312306857896004,0.0,4.158547689869785e-05,0.0
